t,error_m,ee_x,ee_y,ee_z,q0,q1,q2,q3,q4,q5,q6
7.433333333333333570e+00,2.385460696542094673e-03,3.078798651695251465e-01,-1.733566522598266602e-01,5.114861726760864258e-01,-1.975160863012229151e-01,-4.202629263351725236e-02,-8.436600583651141516e-01,-2.159626451735050523e+00,1.148705077401396935e+00,6.747648139907996834e-01,8.470177058549773763e-01
7.450000000000000178e+00,2.430980208164761156e-03,3.079812228679656982e-01,-1.737379878759384155e-01,5.104429125785827637e-01,-1.974022510985571077e-01,-3.916152974018702326e-02,-8.453672802130922648e-01,-2.161246715725431145e+00,1.149837054120212310e+00,6.739006818159067880e-01,8.504619713763071909e-01
7.466666666666666785e+00,2.540171624000775018e-03,3.081819117069244385e-01,-1.740075945854187012e-01,5.094512701034545898e-01,-1.967994132463126433e-01,-3.623378155336823281e-02,-8.471277347357799581e-01,-2.162718105191667295e+00,1.151135035419450503e+00,6.729543665612250924e-01,8.535295496138138871e-01
7.483333333333333393e+00,2.599037980988425697e-03,3.082943856716156006e-01,-1.744132786989212036e-01,5.083378553390502930e-01,-1.966798804581573190e-01,-3.324297664206418701e-02,-8.489324379167763057e-01,-2.164458513009475116e+00,1.152330650010827462e+00,6.721692095675202427e-01,8.569847646940468300e-01
7.500000000000000000e+00,2.536190671946609698e-03,3.084272444248199463e-01,-1.747911274433135986e-01,5.074511170387268066e-01,-1.964807908976008433e-01,-3.052238875920376335e-02,-8.505985796159085677e-01,-2.165826544015068578e+00,1.153736527971781056e+00,6.712724024627244601e-01,8.605660233210317145e-01
7.516666666666666607e+00,2.419129906849942259e-03,3.084417879581451416e-01,-1.751930862665176392e-01,5.065174102783203125e-01,-1.961143256610849983e-01,-2.806561205472067264e-02,-8.526637982790109538e-01,-2.167474005510882762e+00,1.154833908424486077e+00,6.705345057615131887e-01,8.643288334797790684e-01
7.533333333333333215e+00,2.343348877414914468e-03,3.084627389907836914e-01,-1.754754781723022461e-01,5.056540966033935547e-01,-1.955419451035942946e-01,-2.568783864696344219e-02,-8.545959115262147243e-01,-2.169064202272593889e+00,1.155902016689145606e+00,6.695647979960457352e-01,8.678004454586982774e-01
7.549999999999999822e+00,2.133046695531453599e-03,3.083132207393646240e-01,-1.758177578449249268e-01,5.047850012779235840e-01,-1.952521961583913168e-01,-2.345922412175828128e-02,-8.566074848105853512e-01,-2.170775360724701564e+00,1.156611432902795444e+00,6.684182562945470973e-01,8.711666159994255754e-01
7.566666666666666430e+00,1.961826498417028417e-03,3.081783056259155273e-01,-1.762336641550064087e-01,5.036731362342834473e-01,-1.951109270258216399e-01,-2.075093047463308360e-02,-8.587768572469486328e-01,-2.172802029942957347e+00,1.157322502945524745e+00,6.673502918548211982e-01,8.744250867619990375e-01
7.583333333333333037e+00,1.897651710801192410e-03,3.081468939781188965e-01,-1.766041815280914307e-01,5.024905204772949219e-01,-1.948961297427453665e-01,-1.794843686125673771e-02,-8.608182694891880482e-01,-2.174912014878498834e+00,1.158163115111862096e+00,6.665712493997275612e-01,8.780664406989264759e-01
7.599999999999999645e+00,1.711534837207309137e-03,3.080238997936248779e-01,-1.769387871026992798e-01,5.015064477920532227e-01,-1.944857316515785917e-01,-1.554994092652058936e-02,-8.629586566286117089e-01,-2.176771261453547712e+00,1.158822822350338733e+00,6.655781627333505757e-01,8.815338088370698877e-01
7.616666666666666252e+00,1.659066284988005256e-03,3.079343438148498535e-01,-1.772120743989944458e-01,5.003043413162231445e-01,-1.943810183724677676e-01,-1.282684685217614154e-02,-8.646912200823632100e-01,-2.178851829763567061e+00,1.159179275710626733e+00,6.646897224377996682e-01,8.849988957325658490e-01
7.633333333333332860e+00,1.550832666185226376e-03,3.078585267066955566e-01,-1.775117516517639160e-01,4.991795420646667480e-01,-1.941258207241243483e-01,-1.025690027111818454e-02,-8.666347122830562189e-01,-2.181020769806774506e+00,1.159913797834885019e+00,6.638938285185045363e-01,8.889370306629895691e-01
7.649999999999999467e+00,1.226166898229837836e-03,3.076800704002380371e-01,-1.779254376888275146e-01,4.982121288776397705e-01,-1.941994483373712665e-01,-7.744908574549581523e-03,-8.685814930002900836e-01,-2.182902494505460478e+00,1.160733027014549279e+00,6.627084256377331339e-01,8.924551854208605528e-01
7.666666666666666963e+00,9.706278591582668310e-04,3.075799643993377686e-01,-1.783116906881332397e-01,4.972019791603088379e-01,-1.937709225274069358e-01,-5.166297048643105419e-03,-8.708845964798038741e-01,-2.184816851754233014e+00,1.161665236780088151e+00,6.617349986830024511e-01,8.962177672603095502e-01
7.683333333333333570e+00,9.224990673223222148e-04,3.075301647186279297e-01,-1.784946173429489136e-01,4.960786104202270508e-01,-1.932071408268068446e-01,-2.587694510648218781e-03,-8.728460004557163643e-01,-2.187129532483319316e+00,1.162488380443989167e+00,6.608291843472595684e-01,9.000271535445981685e-01
7.700000000000000178e+00,9.270592727548354704e-04,3.075664937496185303e-01,-1.786841750144958496e-01,4.948607087135314941e-01,-1.928725697919760340e-01,3.227692410407268604e-04,-8.745042783895227156e-01,-2.189339271964290123e+00,1.163338282538082691e+00,6.600038477000625958e-01,9.037826997952391750e-01
7.716666666666666785e+00,1.045700548905281139e-03,3.076560795307159424e-01,-1.787249445915222168e-01,4.937197864055633545e-01,-1.923073586824977643e-01,3.001545656498958922e-03,-8.759282032720656641e-01,-2.191567110729941703e+00,1.164237050267109108e+00,6.592181369438956384e-01,9.077006071748270344e-01
7.733333333333333393e+00,1.076069096513430521e-03,3.076794743537902832e-01,-1.788166612386703491e-01,4.925685226917266846e-01,-1.916844488653100809e-01,5.615718248688377628e-03,-8.776431294712802034e-01,-2.193915058597534884e+00,1.165101244347067411e+00,6.584473784816877728e-01,9.115452190384180087e-01
7.750000000000000000e+00,1.016866825200140375e-03,3.076867759227752686e-01,-1.790021955966949463e-01,4.913863837718963623e-01,-1.908994513331913612e-01,8.441175950836090833e-03,-8.797523216947050750e-01,-2.196065039978785105e+00,1.165872310421486757e+00,6.576266476247628612e-01,9.153670020833568621e-01
